,paper_id,rating,decision,theta_mean,theta_lower50,theta_upper50,theta_lower95,theta_upper95
20,0G0VpMjKyV,"[7, 4, 6]",Poster,3.9364176,2.9540032744407654,5.102223992347717,5.765716969966888,6.275486969947815
21,0Gl5WxY6es,"[5, 7, 6]",Poster,4.78293,4.155047178268433,5.681443572044373,6.17077145576477,6.511144423484802
22,0HRRNEAQFp,"[5, 7, 7]",Poster,4.68049,3.924676477909088,5.844788074493408,6.481781029701233,6.762825238704681
23,0JSKjdePGq,"[6, 6, 8, 7]",Poster,5.7674074,5.319152116775513,6.478897929191589,6.924555194377899,7.267972719669341
24,0KseSacluJ,"[3, 7, 6, 3, 6]",Poster,4.1122494,3.6122543811798096,4.728578805923462,5.3031287670135505,5.683629119396209
25,0KvYLaTBTE,"[6, 6, 7]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
26,0LXotew9Du,"[7, 6, 7, 5]",Poster,5.445848,5.049947619438171,6.0777788162231445,6.526863896846772,6.911364805698395
27,0Lb8vZT1DB,"[7, 7, 8, 7]",Spotlight/Oral,6.596091,6.39926278591156,7.1304250955581665,7.4507109999656675,7.6372003793716425
28,0LfgE6kvKZ,"[5, 5, 5]",Poster,4.5067363,4.285528063774109,4.988139390945435,5.326683223247528,5.563210189342499
29,0Lr9HQijA1,"[7, 7, 6, 3]",Poster,4.1858916,3.4340838193893433,5.206373810768127,5.846817743778229,6.197301506996154
30,0MXzbAv8xy,"[5, 6, 6, 7]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
31,0NMzBwqaAJ,"[7, 7, 9]",Spotlight/Oral,4.708499,3.140090525150299,6.594516634941101,7.332740664482118,7.838264036178589
32,0SRJBtTNhX,"[5, 7, 5, 5]",Poster,4.8789396,4.515852570533752,5.405575275421143,5.783737993240357,5.997094774246216
33,0TUMAAb3of,"[4, 7, 7, 6]",Poster,4.862295,4.271258473396301,5.659538388252258,6.181534600257874,6.551352345943451
34,0VeSCjRDBy,"[7, 6, 7, 5]",Poster,5.445848,5.049947619438171,6.0777788162231445,6.526863896846772,6.911364805698395
35,0WCFI2Qx85,"[6, 6, 7, 6]",Poster,5.855878,5.63963508605957,6.185550808906555,6.533310210704803,6.74725102186203
36,0XKvW4ijxp,"[6, 6, 7, 5]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
37,0XeNkkENuI,"[10, 8, 5, 7]",Spotlight/Oral,4.6317368,3.364431321620941,6.076184153556824,6.9501312375068665,7.541531658172607
38,0ZZMUjZJYF,"[5, 7, 7, 7]",Poster,5.62381,5.1490044593811035,6.287370920181274,6.72936315536499,7.0261183977127075
39,0ZeONp33f0,"[7, 6, 7, 6]",Poster,5.9807363,5.7388836145401,6.41254460811615,6.741127252578735,6.98239678144455
40,0aN7VWwp4g,"[6, 5, 7]",Poster,4.7254915,4.151156067848206,5.653457880020142,6.162384057044983,6.487962090969085
41,0bFXbEMz8e,"[6, 6, 6]",Poster,5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
42,0bINeW40u4,"[5, 7, 8, 5]",Poster,4.909765,4.244161128997803,5.800277471542358,6.401778972148896,6.7534432888031
43,0cSQ1Sg7db,"[6, 6, 8, 6]",Poster,5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
44,0cgDDa4OFr,"[7, 6, 5, 7, 4]",Poster,5.156511,4.735435366630554,5.6942771673202515,6.098912608623505,6.384058809280395
45,0d50Il6enG,"[5, 6, 7, 6]",Poster,5.357841,5.047088980674744,5.89055061340332,6.268786096572876,6.543610572814941
46,0dtA21q83C,"[6, 6, 5, 7]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
47,0e5uOaJxo1,"[5, 5, 5]",Poster,4.5067363,4.285528063774109,4.988139390945435,5.326683223247528,5.563210189342499
48,0feJEykDRx,"[5, 7, 7, 4]",Poster,4.5975056,3.956834316253662,5.400694131851196,5.955047917366028,6.3274892449378966
49,0jld45XGgJ,"[5, 6, 6, 9]",Poster,4.779437,4.006127715110779,5.933838963508606,6.578030121326447,6.976306462287903
50,0l9yGPTHAU,"[7, 7, 6, 6]",Poster,5.9807363,5.7388836145401,6.41254460811615,6.741127252578735,6.98239678144455
51,0lBx844upd,"[3, 7, 6]",Poster,3.4421618,2.5286866426467896,4.566148519515991,5.281423604488373,5.758108615875244
52,0lau89u4oE,"[5, 5, 6, 6]",Poster,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
53,0m19blQT6y,"[6, 6, 5, 6]",Poster,5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
54,0nSY8NiILP,"[8, 7, 5, 4]",Poster,4.4476113,3.695342242717743,5.443358540534973,6.091937029361725,6.482764840126038
55,0nzKznCjFG,"[5, 6, 5, 7]",Poster,5.069933,4.711418151855469,5.595561504364014,6.034490466117859,6.259167671203612
56,0o7Rd5jngV,"[6, 6, 7]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
57,0o9E8AsFgW,"[5, 8, 6]",Poster,4.344771,3.405351936817169,5.534320712089539,6.244063735008241,6.657579374313354
58,0oUutV92YF,"[5, 6, 6]",Poster,4.8408895,4.484274983406067,5.5081223249435425,5.912766683101654,6.157498288154602
59,0og7nmvDbe,"[9, 5, 7, 7]",Poster,5.034916,4.044159293174744,6.212355613708496,6.954621064662933,7.4311618328094475
60,0qb8KoPsej,"[6, 5, 7, 4]",Poster,4.6555514,4.243987560272217,5.25579309463501,5.729290771484375,6.006829404830932
61,0rl5vWOzRU,"[7, 4, 7, 6]",Poster,4.781054,4.1048823595047,5.640843152999878,6.150175881385804,6.502911615371704
62,0sJBW05a2W,"[5, 6, 6]",Poster,4.8408895,4.484274983406067,5.5081223249435425,5.912766683101654,6.157498288154602
63,0sycTGl4In,"[3, 7, 6]",Poster,3.4421618,2.5286866426467896,4.566148519515991,5.281423604488373,5.758108615875244
64,0uGlKYS7a2,"[6, 3, 6, 7]",Poster,4.163506,3.4732362627983093,5.0479007959365845,5.688348007202149,6.118784189224242
65,0uXtFk5KNJ,"[8, 5, 5, 3]",Poster,3.9040842,3.136041045188904,4.8140212297439575,5.604792296886444,6.036530375480652
66,0zFVhMBZHJ,"[6, 6, 6]",Poster,5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
67,0zWzJj6lO3,"[6, 7, 4, 6]",Poster,4.821043,4.317751526832581,5.502232670783997,5.9841102123260494,6.288870728015899
68,0zfUiSX5si,"[5, 6, 7, 4, 7, 3]",Poster,4.6757607,4.25887393951416,5.204336881637573,5.632854473590851,5.991497302055358
69,105ZuvpdyW,"[8, 7, 8]",Spotlight/Oral,5.7360473,4.86258327960968,7.263482213020325,7.721798694133758,7.954411172866821
70,1067784F6e,"[6, 6, 7]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
71,12A1RT1L87,"[7, 5, 5]",Poster,4.28066,3.542554020881653,5.303889870643616,5.874060428142547,6.287752854824066
72,135eKqDoRR,"[7, 8, 7, 7]",Spotlight/Oral,6.596091,6.39926278591156,7.1304250955581665,7.4507109999656675,7.6372003793716425
73,14hLJr6kZ3,"[6, 7, 4, 8]",Poster,4.5479074,3.713905692100525,5.6064112186431885,6.28017749786377,6.6652761697769165
74,15460JjocO,"[7, 7, 7]",Poster,5.9103627,5.5211827754974365,6.813208341598511,7.217522180080414,7.411329889297485
75,15Jm9v7wCo,"[4, 7, 6]",Poster,3.9505222,2.9742977619171143,5.150015711784363,5.828211808204651,6.255025744438171
76,164QnJsYjF,"[7, 4, 7, 6]",Poster,4.781054,4.1048823595047,5.640843152999878,6.150175881385804,6.502911615371704
77,168NLzTpw8,"[6, 5, 4, 8]",Poster,4.450884,3.831032156944275,5.2718740701675415,5.933483052253724,6.293944644927978
78,181llen2gw,"[6, 6, 7]",Spotlight/Oral,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
79,18FGRNd0wZ,"[6, 6, 4, 8]",Poster,4.605179,3.9220243096351624,5.475658059120178,6.086852586269378,6.509133243560791
80,18RdkSv9h9,"[6, 7, 5, 8]",Poster,5.1113605,4.403066277503967,6.09895122051239,6.719507765769959,7.068735599517822
81,1ATLLgvURu,"[4, 7, 5, 7]",Poster,4.552682,3.958064019680023,5.360741496086121,5.875458884239197,6.315409970283508
82,1BZKqZphsW,"[8, 5, 4, 6, 6]",Poster,5.0044208,4.571015119552612,5.601211667060852,6.048240709304809,6.419248497486114
83,1Du3mMP5YN,"[7, 7, 4, 5]",Poster,4.5975056,3.956834316253662,5.400694131851196,5.955047917366028,6.3274892449378966
84,1ELFGSNBGC,"[5, 4, 6, 6]",Poster,4.72267,4.384366154670715,5.19135046005249,5.531119263172149,5.8673790931701655
85,1F32iCJFfa,"[6, 7, 7, 6]",Spotlight/Oral,5.9807363,5.7388836145401,6.41254460811615,6.741127252578735,6.98239678144455
86,1Fc2Xa2cDK,"[7, 7, 6, 4]",Poster,4.862295,4.271258473396301,5.659538388252258,6.181534600257874,6.551352345943451
87,1FikBPewU9,"[6, 5, 5, 5, 5]",Poster,5.0259647,4.846232533454895,5.256309986114502,5.510034286975861,5.647768104076385
88,1GpY0hsv2w,"[7, 6, 5, 5, 6]",Poster,5.416969,5.133636474609375,5.800755620002747,6.0893939495086675,6.343070304393768
89,1H2e7USI09,"[5, 5, 7, 5]",Poster,4.8789396,4.515852570533752,5.405575275421143,5.783737993240357,5.997094774246216
90,1IU3P8VDbn,"[6, 6, 6, 5]",Poster,5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
91,1L5vaNIoK5,"[7, 6, 4, 4, 4, 5]",Poster,4.5794506,4.22782576084137,4.960490465164185,5.323431587219239,5.534978890419006
92,1M67AdMBbg,"[6, 7, 5, 4]",Poster,4.632178,4.154989719390869,5.253365397453308,5.794191312789917,6.163498163223266
93,1MCseWaFZb,"[6, 7, 4]",Poster,3.9505222,2.9742977619171143,5.150015711784363,5.828211808204651,6.255025744438171
94,1ONdF1JHyJ,"[8, 6, 5, 6]",Poster,5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
95,1PCsDNG6Jg,"[5, 6, 7, 6]",Poster,5.357841,5.047088980674744,5.89055061340332,6.268786096572876,6.543610572814941
96,1PNwacZYik,"[7, 4, 5, 6]",Poster,4.597265,4.076722741127014,5.240867614746094,5.7529620885849,6.04271330833435
97,1PcJ5Evta7,"[8, 6, 5, 6]",Poster,5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
98,1PmsSugB87,"[4, 4, 5, 7]",Poster,4.1728635,3.710482597351074,4.803572058677673,5.2894056200981145,5.708421206474304
99,1SmXUGzrH8,"[6, 5, 3]",Poster,3.6068034,2.9698185324668884,4.387538313865662,5.000231087207794,5.459150600433349
100,1WtEqReCyS,"[5, 8, 8, 7]",Spotlight/Oral,5.3708353,4.688878059387207,6.453714370727539,7.036371231079102,7.314554274082184
101,1YGgaouVgZ,"[5, 5, 5]",Poster,4.5067363,4.285528063774109,4.988139390945435,5.326683223247528,5.563210189342499
102,1c9XHlHTs7,"[6, 7, 6, 7]",Poster,5.9807363,5.7388836145401,6.41254460811615,6.741127252578735,6.98239678144455
103,1cXdndzkxU,"[6, 6, 6, 4]",Poster,4.874589,4.547694087028503,5.382784485816956,5.792456889152527,6.053677785396576
104,1dpmeH6IHa,"[6, 8, 8, 5]",Poster,5.024454,4.203710079193115,6.152945280075073,6.7796709656715395,7.1156991720199585
105,1e3MOwHSIX,"[6, 7, 6, 5]",Poster,5.357841,5.047088980674744,5.89055061340332,6.268786096572876,6.543610572814941
106,1f82rnwCbl,"[7, 8, 6, 4]",Poster,4.562399,3.6909554600715637,5.586007833480835,6.21305273771286,6.720862090587616
107,1iHmhMHNyA,"[6, 5, 4, 6]",Poster,4.72267,4.384366154670715,5.19135046005249,5.531119263172149,5.8673790931701655
108,1jG5ngXVs3,"[7, 6, 7, 5]",Poster,5.445848,5.049947619438171,6.0777788162231445,6.526863896846772,6.911364805698395
109,1kyc4TSOFZ,"[5, 5, 6, 8]",Poster,4.7372775,4.113599419593811,5.573258876800537,6.144888997077943,6.497872614860535
110,1l9cEyFmxg,"[7, 7, 6]",Poster,5.514805,5.020328760147095,6.402244806289673,6.824249565601349,7.059822511672974
111,1mAaewThcz,"[8, 7, 6, 5]",Poster,5.212098,4.608847379684448,6.146407127380371,6.659411025047302,7.016997611522674
112,1ojAkTylz4,"[7, 6, 6]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
113,1po4j1Tv7O,"[6, 6, 6, 6]",Poster,5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
114,1ptdkwZbMG,"[7, 6, 5, 7]",Poster,5.4612393,5.065011501312256,6.084676384925842,6.513104414939881,6.809157037734985
115,1qfdCAXn6K,"[5, 7, 6, 5]",Poster,5.100145,4.730694770812988,5.608819007873535,6.035722661018371,6.363133788108826
116,1sLdprsbmk,"[6, 7, 5, 5]",Poster,5.100145,4.730694770812988,5.608819007873535,6.035722661018371,6.363133788108826
117,1u3qkG7BkQ,"[5, 6, 7]",Poster,4.7384915,4.071947336196899,5.7081204652786255,6.196712028980255,6.571263325214386
118,1v0BPTR3AA,"[6, 5, 6, 6]",Poster,5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
119,1v4gKsyGfe,"[6, 8, 7, 7]",Poster,6.1312013,5.819981575012207,6.799596667289734,7.228377139568329,7.448514664173126
120,1vPqOmqSfO,"[6, 6, 8]",Poster,4.9826293,4.184815764427185,6.102851510047913,6.710131204128266,7.126516270637512
121,1we1V3MAHD,"[3, 6, 7, 5, 5]",Spotlight/Oral,4.4822593,4.031137585639954,5.035921096801758,5.500033473968506,5.9238363862037655
122,1wxFznQWhp,"[7, 6, 7, 5]",Poster,5.445848,5.049947619438171,6.0777788162231445,6.526863896846772,6.911364805698395
123,1zVinhehks,"[4, 7, 6]",Poster,3.9505222,2.9742977619171143,5.150015711784363,5.828211808204651,6.255025744438171
124,1ziIqFo4Tj,"[6, 3, 2, 7]",Poster,3.1975574,2.4754437804222107,4.049430251121521,4.836053824424744,5.402854990959165
125,204YOrDHny,"[8, 5, 7, 5]",Spotlight/Oral,4.838813,4.102682113647461,5.809131741523743,6.397332644462585,6.745966374874115
126,20QgErW5zH,"[7, 6, 5, 4, 5]",Poster,4.876955,4.514733552932739,5.313564419746399,5.709375858306885,6.02880334854126
127,21tn63ee15,"[6, 6, 5, 5, 6]",Poster,5.378295,5.15025520324707,5.629971623420715,5.900687217712402,6.068803608417511
128,232VcN8tSx,"[6, 7, 7, 7, 5]",Spotlight/Oral,5.922175,5.633652329444885,6.326513290405273,6.673885345458984,6.857874655723572
129,25Ioxw576r,"[7, 6, 7, 8]",Spotlight/Oral,6.0360727,5.719481110572815,6.814069509506226,7.213351249694824,7.486213052272796
130,266nH7kLSV,"[5, 7, 7, 5]",Poster,5.074287,4.592531085014343,5.775812864303589,6.26253490447998,6.5790126562118525
131,26BdXIY3ik,"[7, 7, 4, 6]",Poster,4.862295,4.271258473396301,5.659538388252258,6.181534600257874,6.551352345943451
132,28bFUt6rUY,"[5, 8, 6]",Poster,4.344771,3.405351936817169,5.534320712089539,6.244063735008241,6.657579374313354
133,2AIwiIkE0s,"[8, 6, 6, 7]",Poster,5.7674074,5.319152116775513,6.478897929191589,6.924555194377899,7.267972719669341
134,2GQeCbhxVy,"[8, 6, 5, 6]",Poster,5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
135,2HvgvB4aWq,"[6, 7, 8]",Spotlight/Oral,5.150233,4.305742502212524,6.441548585891724,6.975238800048828,7.232974028587341
136,2INcTKPBy4,"[6, 3, 7, 8]",Poster,4.031525,3.1682780981063843,5.129558801651001,5.927171051502228,6.407342588901519
137,2Inwtjvyx8,"[6, 5, 7, 4]",Poster,4.6555514,4.243987560272217,5.25579309463501,5.729290771484375,6.006829404830932
138,2KuZHYykkq,"[6, 5, 7]",Poster,4.7254915,4.151156067848206,5.653457880020142,6.162384057044983,6.487962090969085
139,2LRZhbTDtA,"[6, 6, 6, 6]",Poster,5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
140,2LctgfN6Ty,"[8, 6, 4]",Poster,3.7969284,2.705882728099823,5.094010829925537,5.940002000331879,6.426590955257414
141,2LuSHTFWzK,"[6, 7, 6, 6]",Poster,5.855878,5.63963508605957,6.185550808906555,6.533310210704803,6.74725102186203
142,2NKumsITFw,"[6, 7, 6]",Poster,5.3216043,4.8512879610061646,6.131501793861389,6.5544773697853085,6.776159656047821
143,2NfBBpbN9x,"[5, 6, 6]",Poster,4.8408895,4.484274983406067,5.5081223249435425,5.912766683101654,6.157498288154602
144,2QvCOFw058,"[7, 4, 5]",Poster,3.860351,3.1177298426628113,4.851788640022278,5.488824081420899,5.835946559906006
145,2RS0fL7Eet,"[6, 6, 5, 6]",Poster,5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
146,2TXDHUqyrQ,"[9, 6, 5, 6]",Poster,4.788882,3.8472673892974854,5.860877513885498,6.570877277851105,6.95956563949585
147,2TktDpGqNM,"[7, 6, 8, 7]",Spotlight/Oral,6.1312013,5.819981575012207,6.799596667289734,7.228377139568329,7.448514664173126
148,2UJLv3KPGO,"[5, 5, 5, 6]",Poster,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
149,2V5LTfhcfd,"[6, 6, 6]",Poster,5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
150,2WQjNXZbhR,"[6, 7, 7, 4, 5]",Poster,5.1423507,4.771400570869446,5.648012638092041,6.111614668369294,6.445546674728393
151,2YPdpWzEsF,"[6, 5, 4, 6]",Poster,4.72267,4.384366154670715,5.19135046005249,5.531119263172149,5.8673790931701655
152,2YSHEBRRol,"[7, 5, 8, 5]",Poster,4.838813,4.102682113647461,5.809131741523743,6.397332644462585,6.745966374874115
153,2aGcshccuV,"[8, 8, 5]",Spotlight/Oral,4.247587,2.8788209557533264,5.881701707839966,6.7083369374275215,7.162685871124268
154,2bdSnxeQcW,"[5, 7, 8, 7]",Spotlight/Oral,5.3836412,4.7769187688827515,6.369447708129883,6.870677793025971,7.218223130702972
155,2bon4HLFkN,"[5, 6, 4, 4]",Poster,4.259377,3.8907716870307922,4.7097026109695435,5.090082561969758,5.465091335773468
156,2cFUYnNL1m,"[5, 7, 5, 6]",Poster,5.069933,4.711418151855469,5.595561504364014,6.034490466117859,6.259167671203612
157,2cQ3lPhkeO,"[7, 6, 6]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
158,2cczgOfMP4,"[6, 5, 6, 6, 6]",Poster,5.6075716,5.4154345989227295,5.854729771614075,6.107602620124817,6.202037155628204
159,2dfBpyqh0A,"[5, 7, 6, 6]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
160,2fiYzs3YkH,"[6, 6, 7, 3]",Poster,4.2302504,3.588171124458313,5.068603515625,5.734131085872651,6.088508892059326
161,2gtNa14V45,"[6, 5, 5, 7]",Poster,5.100145,4.730694770812988,5.608819007873535,6.035722661018371,6.363133788108826
162,2hqHWD7wDb,"[5, 7, 1, 6, 7]",Poster,3.7609186,3.060436487197876,4.596895933151245,5.358887052536011,5.782509517669678
163,2jjfRm2R6D,"[7, 6, 6, 6]",Poster,5.855878,5.63963508605957,6.185550808906555,6.533310210704803,6.74725102186203
164,2kZMtdjzSV,"[5, 5, 5, 7]",Poster,4.8789396,4.515852570533752,5.405575275421143,5.783737993240357,5.997094774246216
165,2lL7s5ESTj,"[6, 7, 5, 5]",Poster,5.100145,4.730694770812988,5.608819007873535,6.035722661018371,6.363133788108826
166,2ltOkbo67R,"[5, 6, 4, 6]",Poster,4.658956,4.284640550613403,5.188297986984253,5.559275197982789,5.8467182397842405
167,2mqiTiJKrx,"[6, 6, 7, 5]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
168,2n1Ysn1EDl,"[6, 6, 6, 6]",Poster,5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
169,2nisrxMMQR,"[6, 7, 6]",Poster,5.3216043,4.8512879610061646,6.131501793861389,6.5544773697853085,6.776159656047821
170,2nvkD0sPOk,"[7, 5, 6, 6]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
171,2oZea6pKhl,"[7, 4, 5, 5, 5]",Poster,4.7603803,4.436676263809204,5.164508581161499,5.543086206912994,5.7540666341781606
172,2pgc5xDJ1b,"[4, 6, 4, 6]",Poster,4.3839846,4.00721937417984,4.899600028991699,5.3040292143821715,5.666058456897735
173,2squ766Iq4,"[4, 6, 7, 6]",Poster,4.8451657,4.435686230659485,5.498450756072998,5.979093647003174,6.291148126125336
174,2uy3LZHNIG,"[6, 6, 7]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
175,2vMvh5XP0P,"[6, 5, 6, 4, 6]",Poster,5.024533,4.730745792388916,5.391006946563721,5.756022119522095,5.970369589328766
176,2vywag2lVC,"[4, 6, 5, 7]",Poster,4.6555514,4.243987560272217,5.25579309463501,5.729290771484375,6.006829404830932
177,2wMJ4wq4az,"[6, 5, 5, 3]",Poster,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
178,2wfd3pti8v,"[7, 8, 6]",Spotlight/Oral,5.064805,4.050493240356445,6.424067974090576,7.009825634956361,7.441559112071991
179,2wlNnIqCb7,"[7, 5, 7, 3]",Poster,3.9692883,3.243072271347046,4.934022068977356,5.575662207603455,6.026655602455139
180,2xTkeyJFJb,"[7, 7, 7, 5]",Spotlight/Oral,5.62381,5.1490044593811035,6.287370920181274,6.72936315536499,7.0261183977127075
181,2zWbzx50mH,"[6, 6, 6, 7]",Poster,5.855878,5.63963508605957,6.185550808906555,6.533310210704803,6.74725102186203
182,30NS22tgCW,"[5, 6, 6, 7]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
183,31xWlIdxTm,"[5, 6, 8, 7]",Poster,5.250469,4.6258909702301025,6.102586627006531,6.653542017936706,7.026328098773956
184,32Z3nfCnwa,"[5, 6, 7, 7]",Poster,5.4612393,5.065011501312256,6.084676384925842,6.513104414939881,6.809157037734985
185,32g9BWTndc,"[4, 5, 8]",Poster,3.535128,2.631085693836212,4.729435682296753,5.575214624404908,6.03161233663559
186,337dHOexCM,"[5, 7, 6, 2]",Poster,3.6317358,2.8617535829544067,4.549739480018616,5.188025093078613,5.604907774925231
187,347aDObXEa,"[6, 5, 6, 5]",Poster,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
188,348hfcprUs,"[5, 7, 5]",Poster,4.3909407,3.74478280544281,5.334457635879517,5.949994587898255,6.245260179042816
189,35DAviqMFo,"[7, 3, 7, 6, 4]",Poster,4.3724008,3.830268383026123,5.035013437271118,5.594477713108063,5.950703966617584
190,35WwZhkush,"[4, 6, 4]",Poster,3.7794747,3.2570409774780273,4.4711034297943115,4.913120436668396,5.203854012489318
191,36tMV15dPO,"[5, 9, 5, 5]",Spotlight/Oral,4.2486696,3.2733636498451233,5.29941189289093,6.066988754272462,6.464045131206512
192,37CyA1K0vV,"[7, 8, 5, 6]",Poster,5.212098,4.608847379684448,6.146407127380371,6.659411025047302,7.016997611522674
193,38UFpdt3Tr,"[3, 6, 6, 6, 5]",Poster,4.6463556,4.258913159370422,5.115050196647644,5.523200941085816,5.861849224567413
194,3A5VgiH5Pw,"[8, 5, 6, 7]",Poster,5.212098,4.608847379684448,6.146407127380371,6.659411025047302,7.016997611522674
195,3ACXaFxjTy,"[7, 6, 6]",Poster,5.3183427,4.866404294967651,6.117671489715576,6.545877826213837,6.848191285133361
196,3ADBiWNUBb,"[6, 6, 6, 7]",Poster,5.855878,5.63963508605957,6.185550808906555,6.533310210704803,6.74725102186203
197,3BNPUDvqMt,"[4, 7, 4, 4, 4]",Poster,4.0475707,3.6447208523750305,4.532098770141602,4.956258773803711,5.315808534622192
198,3CtTMF5zzM,"[7, 7, 7, 7]",Poster,6.618666,6.393261432647705,6.960570573806763,7.206512629985809,7.356888484954834
199,3CweLZFNyl,"[5, 6, 6, 5, 6]",Poster,5.346725,5.117403984069824,5.631050109863281,5.88756160736084,6.027328622341155
200,3Ds5vNudIE,"[5, 7, 6, 6]",Poster,5.4148803,5.101352095603943,5.880200028419495,6.246743190288544,6.4433769345283505
201,3EREVfwALz,"[8, 7, 7, 6]",Spotlight/Oral,6.1312013,5.819981575012207,6.799596667289734,7.228377139568329,7.448514664173126
202,3G8sjUZqO3,"[6, 6, 3]",Poster,3.59346,2.840618312358856,4.528915047645569,5.2188030838966375,5.745241641998291
