,paper_id,adjusted_score,decision,rating,subjectivity_interval
181,0tMcsHsHgQ,5.0,Withdrawn,5.5,"[5.0, 5.5]"
182,0tXmtd0vZG,4.75,Reject,5.0,"[4.75, 5.0]"
183,0uFTqvQhML,5.5,Withdrawn,5.0,"[5.0, 5.5]"
184,0uRc3CfJIQ,5.5,Accept (Poster),5.833333333333333,"[5.5, 5.833333333333333]"
185,0vKokoPKTo,4.5,Withdrawn,3.5,"[3.5, 4.5]"
186,0vMLqSdsKW,5.25,Reject,4.5,"[4.5, 5.25]"
187,0vtftmYQGV,5.25,Reject,5.75,"[5.25, 5.75]"
188,0wQCSXJbwt,4.75,Reject,4.25,"[4.25, 4.75]"
189,0wfmHoKQX6,5.0,Reject,4.75,"[4.75, 5.0]"
190,0whx8MhysK,5.8,Accept (Poster),6.4,"[5.8, 6.4]"
191,0wmfzWPAFu,5.6,Accept (Poster),6.2,"[5.6, 6.2]"
192,0x8wWloW2O,4.5,Withdrawn,4.0,"[4.0, 4.5]"
193,0xUEBQV54B,4.5,Reject,5.0,"[4.5, 5.0]"
194,0y3hGn1wOk,5.6,Accept (Poster),5.4,"[5.4, 5.6]"
195,0yTf37PXcH,5.2,Withdrawn,5.8,"[5.2, 5.8]"
196,0yVP49SDg0,3.5,Withdrawn,3.25,"[3.25, 3.5]"
197,0yXqV8VJKi,5.25,Reject,5.25,"[5.25, 5.25]"
198,0ydseYDKRi,4.75,Reject,5.5,"[4.75, 5.5]"
199,0yvZm2AjUr,6.5,Accept (Spotlight),7.5,"[6.5, 7.5]"
200,0zGvf2yRMQ,4.6,Withdrawn,5.0,"[4.6, 5.0]"
201,0zRuk3QdiH,4.75,Reject,5.75,"[4.75, 5.75]"
202,0zZEbHLTwf,4.0,Withdrawn,3.5,"[3.5, 4.0]"
203,0ziGSo4uWp,5.0,Withdrawn,3.6666666666666665,"[3.6666666666666665, 5.0]"
204,0zmHFyZwkA,3.6666666666666665,Reject,4.666666666666667,"[3.6666666666666665, 4.666666666666667]"
205,107ZsHD8h7,5.5,Reject,5.5,"[5.5, 5.5]"
206,10DtLPsdro,5.8,Accept (Poster),6.2,"[5.8, 6.2]"
207,10JOlFIPjt,6.75,Accept (Spotlight),7.5,"[6.75, 7.5]"
208,10kBEqYKKN,3.0,Reject,3.0,"[3.0, 3.0]"
209,10vaHIOdEe,4.75,Reject,5.0,"[4.75, 5.0]"
210,11xgiMEI5o,6.666666666666667,Accept (Spotlight),7.333333333333333,"[6.666666666666667, 7.333333333333333]"
211,12B3jBTL0V,5.5,Reject,5.0,"[5.0, 5.5]"
212,12gMsxpu4G,4.666666666666667,Reject,4.333333333333333,"[4.333333333333333, 4.666666666666667]"
213,12iSWNLDzj,4.0,Withdrawn,3.0,"[3.0, 4.0]"
214,13G5KXm98a,5.25,Reject,5.0,"[5.0, 5.25]"
215,13PclvlVBa,5.4,Reject,4.6,"[4.6, 5.4]"
216,14E7S17hFv,5.0,Reject,4.25,"[4.25, 5.0]"
217,14fFV0chUS,5.5,Accept (Poster),6.75,"[5.5, 6.75]"
218,15ASUbzg0N,5.25,Reject,5.75,"[5.25, 5.75]"
219,15UetYngA7,5.666666666666667,Withdrawn,6.333333333333333,"[5.666666666666667, 6.333333333333333]"
220,15dVqf7VXR,5.333333333333333,Reject,4.666666666666667,"[4.666666666666667, 5.333333333333333]"
221,15lk4nBXYb,4.0,Withdrawn,3.0,"[3.0, 4.0]"
222,16O8GCm8Wn,5.6,Accept (Poster),6.4,"[5.6, 6.4]"
223,16kG5aNleS,5.25,Accept (Poster),6.25,"[5.25, 6.25]"
224,1762Fbr4HK,5.5,Withdrawn,4.75,"[4.75, 5.5]"
225,17U3nlco2r,4.6,Withdrawn,3.8,"[3.8, 4.6]"
226,17idjbdHVW,5.333333333333333,Withdrawn,4.666666666666667,"[4.666666666666667, 5.333333333333333]"
227,1959usnw3Z,3.0,Withdrawn,3.0,"[3.0, 3.0]"
228,19QWQSsbOA,4.25,Reject,5.0,"[4.25, 5.0]"
229,19ufhreGTj,5.6,Reject,5.8,"[5.6, 5.8]"
230,1ABhAZCoGr,4.333333333333333,Reject,3.6666666666666665,"[3.6666666666666665, 4.333333333333333]"
231,1AYrzmDK4V,4.75,Reject,4.25,"[4.25, 4.75]"
232,1BdPHbuimc,5.0,Accept (Poster),7.0,"[5.0, 7.0]"
233,1BlEVFmqwn,4.8,Withdrawn,4.2,"[4.2, 4.8]"
234,1CIUkpoata,6.0,Accept (Poster),6.0,"[6.0, 6.0]"
235,1CLzLXSFNn,7.0,Accept (Oral),8.0,"[7.0, 8.0]"
236,1CRu6bGx25,5.333333333333333,Withdrawn,3.6666666666666665,"[3.6666666666666665, 5.333333333333333]"
237,1CeIRl147S,4.333333333333333,Withdrawn,4.333333333333333,"[4.333333333333333, 4.333333333333333]"
238,1D3TjFidCS,4.5,Reject,3.5,"[3.5, 4.5]"
239,1DEEVAl5QX,4.333333333333333,Reject,4.666666666666667,"[4.333333333333333, 4.666666666666667]"
240,1DEHVMDBaO,4.8,Reject,4.6,"[4.6, 4.8]"
241,1DIdt2YOPw,5.0,Reject,3.8,"[3.8, 5.0]"
242,1DVgysiIt7,6.0,Accept (Poster),6.0,"[6.0, 6.0]"
243,1EEst6oDU7,5.25,Reject,5.5,"[5.25, 5.5]"
244,1EJIax7ekV,5.333333333333333,Reject,5.333333333333333,"[5.333333333333333, 5.333333333333333]"
245,1EnpStvBU8,5.6,Accept (Poster),5.8,"[5.6, 5.8]"
246,1Euu8FPr3d,5.25,Reject,5.25,"[5.25, 5.25]"
247,1ExfUpmIW4,5.5,Accept (Poster),6.0,"[5.5, 6.0]"
248,1F8xTfv6ah,5.5,Accept (Poster),5.25,"[5.25, 5.5]"
249,1FY1apsMxc,4.5,Withdrawn,3.5,"[3.5, 4.5]"
250,1Ffzgglq2I,4.75,Withdrawn,3.5,"[3.5, 4.75]"
251,1FiMrJxPAM,4.666666666666667,Withdrawn,3.8333333333333335,"[3.8333333333333335, 4.666666666666667]"
252,1GIVx7COef,4.333333333333333,Withdrawn,4.333333333333333,"[4.333333333333333, 4.333333333333333]"
253,1GPN2oa7P7,5.0,Reject,4.2,"[4.2, 5.0]"
254,1GTARJhxtq,6.0,Accept (Poster),6.5,"[6.0, 6.5]"
255,1H90Gb9rJ9,6.0,Accept (Poster),6.75,"[6.0, 6.75]"
256,1HCN4pjTb4,6.6,Accept (Oral),7.6,"[6.6, 7.6]"
257,1HQZ4QFWi8,5.25,Withdrawn,3.5,"[3.5, 5.25]"
258,1IeCqgULIM,6.25,Reject,7.25,"[6.25, 7.25]"
259,1Iq1qIsc2s,5.666666666666667,Reject,6.333333333333333,"[5.666666666666667, 6.333333333333333]"
260,1Iu2Yte5N6,5.333333333333333,Accept (Poster),6.0,"[5.333333333333333, 6.0]"
261,1Iuw1jcIrf,6.666666666666667,Accept (Spotlight),7.333333333333333,"[6.666666666666667, 7.333333333333333]"
262,1IuwdOI4Zb,5.5,Accept (Poster),7.0,"[5.5, 7.0]"
263,1IwoEFyErz,5.25,Reject,6.0,"[5.25, 6.0]"
264,1JgWwOW3EN,4.4,Withdrawn,4.8,"[4.4, 4.8]"
265,1JhSJIYX3p,4.25,Withdrawn,3.5,"[3.5, 4.25]"
266,1KLBvrYz3V,6.75,Accept (Spotlight),7.5,"[6.75, 7.5]"
267,1KvYxcAihR,6.0,Reject,5.75,"[5.75, 6.0]"
268,1L52bHEL5d,6.0,Accept (Poster),6.0,"[6.0, 6.0]"
269,1L9vdc7BB5,5.0,Reject,5.5,"[5.0, 5.5]"
270,1MHgMGoqsH,4.333333333333333,Withdrawn,3.0,"[3.0, 4.333333333333333]"
271,1MjOlHwCE6,3.0,Reject,2.5,"[2.5, 3.0]"
272,1NYhrZynvC,4.0,Reject,2.5,"[2.5, 4.0]"
273,1NevL7zdHS,5.333333333333333,Accept (Poster),6.0,"[5.333333333333333, 6.0]"
274,1Njl73JKjB,5.75,Accept (Poster),7.0,"[5.75, 7.0]"
275,1NkrxqY4jK,5.333333333333333,Reject,4.666666666666667,"[4.666666666666667, 5.333333333333333]"
276,1NprT9Kz0d,5.0,Accept (Poster),6.0,"[5.0, 6.0]"
277,1Nwsqw0sTm,5.333333333333333,Withdrawn,5.333333333333333,"[5.333333333333333, 5.333333333333333]"
278,1OGhJCGdcP,4.5,Reject,3.5,"[3.5, 4.5]"
279,1Ogw1SHY3p,5.75,Accept (Poster),7.0,"[5.75, 7.0]"
280,1OkVexYLct,4.666666666666667,Reject,4.333333333333333,"[4.333333333333333, 4.666666666666667]"
281,1OyE9IK0kx,4.666666666666667,Reject,5.0,"[4.666666666666667, 5.0]"
282,1P6AqR6xkF,5.0,Withdrawn,4.25,"[4.25, 5.0]"
283,1PDz4Ny1N2,5.4,Accept (Poster),6.6,"[5.4, 6.6]"
284,1PZt5nFlzH,5.0,Withdrawn,5.0,"[5.0, 5.0]"
285,1Q2t6D4dK6,5.0,Reject,5.25,"[5.0, 5.25]"
286,1Qn1pMLYas,4.6,Reject,4.2,"[4.2, 4.6]"
287,1Qpt43cqhg,6.25,Accept (Poster),7.0,"[6.25, 7.0]"
288,1R5BcYS8EC,5.0,Accept (Poster),7.0,"[5.0, 7.0]"
289,1RC3KtP1jT,5.25,Withdrawn,5.5,"[5.25, 5.5]"
290,1RNSYEEpwi,5.666666666666667,Reject,4.333333333333333,"[4.333333333333333, 5.666666666666667]"
291,1S7kpbfgq9,5.5,Reject,4.75,"[4.75, 5.5]"
292,1S8ndwxMts,3.5,Reject,3.0,"[3.0, 3.5]"
293,1STZCCI8mn,5.6,Reject,6.0,"[5.6, 6.0]"
294,1SYUKPeM12,5.5,Accept (Poster),6.25,"[5.5, 6.25]"
295,1T6HzuZMCz,4.5,Reject,3.5,"[3.5, 4.5]"
296,1TJSnL3ywS,4.8,Withdrawn,4.0,"[4.0, 4.8]"
297,1TXDtnDIsV,5.0,Reject,4.666666666666667,"[4.666666666666667, 5.0]"
298,1ThYY28HXg,5.5,Accept (Poster),6.25,"[5.5, 6.25]"
299,1UMxtR9Eb9,5.8,Reject,5.8,"[5.8, 5.8]"
300,1Uem0nAWK0,5.5,Reject,4.25,"[4.25, 5.5]"
301,1V28zvLJMg,5.75,Reject,6.0,"[5.75, 6.0]"
302,1VwWi6zbxs,5.75,Accept (Poster),6.0,"[5.75, 6.0]"
303,1W6oINj8ne,3.5,Reject,3.0,"[3.0, 3.5]"
304,1X1R7P6yzt,5.333333333333333,Accept (Poster),6.666666666666667,"[5.333333333333333, 6.666666666666667]"
305,1X85iw7tqY,5.75,Reject,5.0,"[5.0, 5.75]"
306,1Xg4JPPxJ0,5.5,Accept (Poster),6.0,"[5.5, 6.0]"
307,1XxNbecjXe,5.5,Reject,5.5,"[5.5, 5.5]"
308,1XzTxtezgj,5.2,Reject,4.4,"[4.4, 5.2]"
309,1Y5hMMuCFU,5.0,Reject,5.5,"[5.0, 5.5]"
310,1YTF7Try7H,5.333333333333333,Reject,5.333333333333333,"[5.333333333333333, 5.333333333333333]"
311,1YXkDXIqVw,5.25,Withdrawn,4.0,"[4.0, 5.25]"
312,1YYp1rPRlm,5.25,Reject,5.75,"[5.25, 5.75]"
313,1YZw3RK2kg,5.25,Withdrawn,4.0,"[4.0, 5.25]"
314,1YlfHUVq7q,5.25,Reject,5.75,"[5.25, 5.75]"
315,1Z3C49JQVf,5.25,Accept (Poster),6.0,"[5.25, 6.0]"
316,1Z6PSw7OL8,6.0,Accept (Poster),6.5,"[6.0, 6.5]"
317,1ZAqAmK6BM,6.25,Reject,5.25,"[5.25, 6.25]"
318,1aF2D2CPHi,6.5,Accept (Oral),8.0,"[6.5, 8.0]"
319,1auB9yeB9a,6.0,Reject,5.666666666666667,"[5.666666666666667, 6.0]"
320,1c73HCZpbo,4.0,Reject,4.0,"[4.0, 4.0]"
321,1cM0yQe3pO,4.75,Reject,5.0,"[4.75, 5.0]"
322,1ctV3yry3B,4.8,Reject,3.0,"[3.0, 4.8]"
323,1d8Egv45of,4.5,Reject,5.5,"[4.5, 5.5]"
324,1dDxMPJy4i,4.75,Reject,3.0,"[3.0, 4.75]"
325,1dUdNzLJRF,5.5,Reject,5.5,"[5.5, 5.5]"
326,1dkL3MVBfV,6.0,Reject,5.0,"[5.0, 6.0]"
327,1dkVCX4jlH,6.0,Reject,5.666666666666667,"[5.666666666666667, 6.0]"
328,1durmugh3I,5.5,Accept (Poster),7.0,"[5.5, 7.0]"
329,1e5fX6X44w,6.0,Withdrawn,6.0,"[6.0, 6.0]"
330,1eI236MqEA,5.5,Withdrawn,4.5,"[4.5, 5.5]"
331,1eMbYu0841,4.666666666666667,Reject,3.6666666666666665,"[3.6666666666666665, 4.666666666666667]"
