,paper_id,adjusted_score,decision,rating,subjectivity_interval
57,0o7Rd5jngV,6.666666666666667,Accept (poster),6.333333333333333,"[6.333333333333333, 6.666666666666667]"
58,0o9E8AsFgW,6.0,Accept (poster),6.333333333333333,"[6.0, 6.333333333333333]"
59,0oUutV92YF,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
60,0og7nmvDbe,6.0,Accept (poster),7.0,"[6.0, 7.0]"
61,0qb8KoPsej,6.0,Accept (poster),5.5,"[5.5, 6.0]"
62,0rl5vWOzRU,6.0,Accept (poster),6.0,"[6.0, 6.0]"
63,0sJBW05a2W,6.0,Accept (poster),5.666666666666667,"[5.666666666666667, 6.0]"
64,0sycTGl4In,5.666666666666667,Accept (poster),5.333333333333333,"[5.333333333333333, 5.666666666666667]"
65,0uGlKYS7a2,5.75,Accept (poster),5.5,"[5.5, 5.75]"
66,0uXtFk5KNJ,5.5,Accept (poster),5.25,"[5.25, 5.5]"
67,0zFVhMBZHJ,5.333333333333333,Accept (poster),6.0,"[5.333333333333333, 6.0]"
68,0zWzJj6lO3,5.75,Accept (poster),5.75,"[5.75, 5.75]"
69,0zfUiSX5si,5.333333333333333,Accept (poster),5.333333333333333,"[5.333333333333333, 5.333333333333333]"
70,105ZuvpdyW,6.666666666666667,Accept (spotlight),7.666666666666667,"[6.666666666666667, 7.666666666666667]"
71,1067784F6e,5.666666666666667,Accept (poster),6.333333333333333,"[5.666666666666667, 6.333333333333333]"
72,12A1RT1L87,5.666666666666667,Accept (poster),5.666666666666667,"[5.666666666666667, 5.666666666666667]"
73,135eKqDoRR,7.0,Accept (oral),7.25,"[7.0, 7.25]"
74,14hLJr6kZ3,5.75,Accept (poster),6.25,"[5.75, 6.25]"
75,15460JjocO,6.666666666666667,Accept (poster),7.0,"[6.666666666666667, 7.0]"
76,15Jm9v7wCo,6.0,Accept (poster),5.666666666666667,"[5.666666666666667, 6.0]"
77,164QnJsYjF,5.5,Accept (poster),6.0,"[5.5, 6.0]"
78,168NLzTpw8,4.75,Accept (poster),5.75,"[4.75, 5.75]"
79,181llen2gw,5.666666666666667,Accept (spotlight),6.333333333333333,"[5.666666666666667, 6.333333333333333]"
80,18FGRNd0wZ,5.75,Accept (poster),6.0,"[5.75, 6.0]"
81,18RdkSv9h9,5.5,Accept (poster),6.5,"[5.5, 6.5]"
82,1ATLLgvURu,6.0,Accept (poster),5.75,"[5.75, 6.0]"
83,1BZKqZphsW,5.2,Accept (poster),5.8,"[5.2, 5.8]"
84,1CssOqRYyz,5.333333333333333,Reject,4.0,"[4.0, 5.333333333333333]"
85,1Du3mMP5YN,6.25,Accept (poster),5.75,"[5.75, 6.25]"
86,1ELFGSNBGC,5.5,Accept (poster),5.25,"[5.25, 5.5]"
87,1F32iCJFfa,6.0,Accept (spotlight),6.5,"[6.0, 6.5]"
88,1Fc2Xa2cDK,5.5,Accept (poster),6.0,"[5.5, 6.0]"
89,1FikBPewU9,5.4,Accept (poster),5.2,"[5.2, 5.4]"
90,1GpY0hsv2w,5.6,Accept (poster),5.8,"[5.6, 5.8]"
91,1H2e7USI09,5.5,Accept (poster),5.5,"[5.5, 5.5]"
92,1IU3P8VDbn,5.5,Accept (poster),5.75,"[5.5, 5.75]"
93,1L5vaNIoK5,5.5,Accept (poster),5.0,"[5.0, 5.5]"
94,1M67AdMBbg,5.75,Accept (poster),5.5,"[5.5, 5.75]"
95,1MCseWaFZb,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
96,1MQXBnEbE8,5.714285714285714,Reject,5.857142857142857,"[5.714285714285714, 5.857142857142857]"
97,1ONdF1JHyJ,6.0,Accept (poster),6.25,"[6.0, 6.25]"
98,1PCsDNG6Jg,6.5,Accept (poster),6.0,"[6.0, 6.5]"
99,1PNwacZYik,5.75,Accept (poster),5.5,"[5.5, 5.75]"
100,1PcJ5Evta7,6.5,Accept (poster),6.25,"[6.25, 6.5]"
101,1PmsSugB87,5.75,Accept (poster),5.0,"[5.0, 5.75]"
102,1SmXUGzrH8,5.666666666666667,Accept (poster),4.666666666666667,"[4.666666666666667, 5.666666666666667]"
103,1URMG6B3WW,5.2,Reject,5.4,"[5.2, 5.4]"
104,1WtEqReCyS,6.5,Accept (spotlight),7.0,"[6.5, 7.0]"
105,1YGgaouVgZ,5.666666666666667,Accept (poster),5.0,"[5.0, 5.666666666666667]"
106,1c9XHlHTs7,6.0,Accept (poster),6.5,"[6.0, 6.5]"
107,1cXdndzkxU,5.75,Accept (poster),5.5,"[5.5, 5.75]"
108,1dpmeH6IHa,6.75,Accept (poster),6.75,"[6.75, 6.75]"
109,1e3MOwHSIX,5.75,Accept (poster),6.0,"[5.75, 6.0]"
110,1f82rnwCbl,6.0,Accept (poster),6.25,"[6.0, 6.25]"
111,1iHmhMHNyA,5.75,Accept (poster),5.25,"[5.25, 5.75]"
112,1jG5ngXVs3,5.75,Accept (poster),6.25,"[5.75, 6.25]"
113,1kyc4TSOFZ,5.75,Accept (poster),6.0,"[5.75, 6.0]"
114,1l9cEyFmxg,6.333333333333333,Accept (poster),6.666666666666667,"[6.333333333333333, 6.666666666666667]"
115,1mAaewThcz,6.25,Accept (poster),6.5,"[6.25, 6.5]"
116,1ojAkTylz4,5.666666666666667,Accept (poster),6.333333333333333,"[5.666666666666667, 6.333333333333333]"
117,1po4j1Tv7O,5.75,Accept (poster),6.0,"[5.75, 6.0]"
118,1ptdkwZbMG,5.75,Accept (poster),6.25,"[5.75, 6.25]"
119,1qfdCAXn6K,6.25,Accept (poster),5.75,"[5.75, 6.25]"
120,1sLdprsbmk,6.25,Accept (poster),5.75,"[5.75, 6.25]"
121,1u3qkG7BkQ,6.333333333333333,Accept (poster),6.0,"[6.0, 6.333333333333333]"
122,1v0BPTR3AA,6.0,Accept (poster),5.75,"[5.75, 6.0]"
123,1v4gKsyGfe,6.75,Accept (poster),7.0,"[6.75, 7.0]"
124,1vPqOmqSfO,6.666666666666667,Accept (poster),6.666666666666667,"[6.666666666666667, 6.666666666666667]"
125,1we1V3MAHD,6.0,Accept (spotlight),5.2,"[5.2, 6.0]"
126,1wxFznQWhp,5.75,Accept (poster),6.25,"[5.75, 6.25]"
127,1zVinhehks,6.0,Accept (poster),5.666666666666667,"[5.666666666666667, 6.0]"
128,1ziIqFo4Tj,5.0,Accept (poster),4.5,"[4.5, 5.0]"
129,204YOrDHny,6.25,Accept (spotlight),6.25,"[6.25, 6.25]"
130,20QgErW5zH,5.6,Accept (poster),5.4,"[5.4, 5.6]"
131,21tn63ee15,6.2,Accept (poster),5.6,"[5.6, 6.2]"
132,232VcN8tSx,5.6,Accept (spotlight),6.4,"[5.6, 6.4]"
133,25Ioxw576r,6.75,Accept (oral),7.0,"[6.75, 7.0]"
134,266nH7kLSV,6.0,Accept (poster),6.0,"[6.0, 6.0]"
135,26BdXIY3ik,5.75,Accept (poster),6.0,"[5.75, 6.0]"
136,28bFUt6rUY,6.666666666666667,Accept (poster),6.333333333333333,"[6.333333333333333, 6.666666666666667]"
137,2AIwiIkE0s,6.0,Accept (poster),6.75,"[6.0, 6.75]"
138,2BOb4SvDFr,4.75,Reject,3.75,"[3.75, 4.75]"
139,2Bef9YxSJc,5.25,Reject,4.75,"[4.75, 5.25]"
140,2GQeCbhxVy,5.75,Accept (poster),6.25,"[5.75, 6.25]"
141,2HvgvB4aWq,6.0,Accept (spotlight),7.0,"[6.0, 7.0]"
142,2INcTKPBy4,5.75,Accept (poster),6.0,"[5.75, 6.0]"
143,2Inwtjvyx8,6.25,Accept (poster),5.5,"[5.5, 6.25]"
144,2KuZHYykkq,6.0,Accept (poster),6.0,"[6.0, 6.0]"
145,2LRZhbTDtA,5.75,Accept (poster),6.0,"[5.75, 6.0]"
146,2LctgfN6Ty,6.0,Accept (poster),6.0,"[6.0, 6.0]"
147,2LuSHTFWzK,6.25,Accept (poster),6.25,"[6.25, 6.25]"
148,2NKumsITFw,5.666666666666667,Accept (poster),6.333333333333333,"[5.666666666666667, 6.333333333333333]"
149,2NfBBpbN9x,5.666666666666667,Accept (poster),5.666666666666667,"[5.666666666666667, 5.666666666666667]"
150,2QvCOFw058,6.0,Accept (poster),5.333333333333333,"[5.333333333333333, 6.0]"
151,2RS0fL7Eet,6.0,Accept (poster),5.75,"[5.75, 6.0]"
152,2TXDHUqyrQ,5.5,Accept (poster),6.5,"[5.5, 6.5]"
153,2TktDpGqNM,6.5,Accept (spotlight),7.0,"[6.5, 7.0]"
154,2UJLv3KPGO,5.75,Accept (poster),5.25,"[5.25, 5.75]"
155,2V5LTfhcfd,6.0,Accept (poster),6.0,"[6.0, 6.0]"
156,2WQjNXZbhR,5.6,Accept (poster),5.8,"[5.6, 5.8]"
157,2YPdpWzEsF,5.5,Accept (poster),5.25,"[5.25, 5.5]"
158,2YSHEBRRol,6.25,Accept (poster),6.25,"[6.25, 6.25]"
159,2aGcshccuV,7.0,Accept (spotlight),7.0,"[7.0, 7.0]"
160,2bdSnxeQcW,6.25,Accept (spotlight),6.75,"[6.25, 6.75]"
161,2bon4HLFkN,5.5,Accept (poster),4.75,"[4.75, 5.5]"
162,2cFUYnNL1m,5.5,Accept (poster),5.75,"[5.5, 5.75]"
163,2cQ3lPhkeO,6.0,Accept (poster),6.333333333333333,"[6.0, 6.333333333333333]"
164,2cczgOfMP4,6.0,Accept (poster),5.8,"[5.8, 6.0]"
165,2dfBpyqh0A,6.5,Accept (poster),6.0,"[6.0, 6.5]"
166,2fiYzs3YkH,5.75,Accept (poster),5.5,"[5.5, 5.75]"
167,2gtNa14V45,6.25,Accept (poster),5.75,"[5.75, 6.25]"
168,2hqHWD7wDb,5.2,Accept (poster),5.2,"[5.2, 5.2]"
169,2jjfRm2R6D,6.0,Accept (poster),6.25,"[6.0, 6.25]"
170,2kZMtdjzSV,6.0,Accept (poster),5.5,"[5.5, 6.0]"
171,2lL7s5ESTj,6.5,Accept (poster),5.75,"[5.75, 6.5]"
172,2ltOkbo67R,5.75,Accept (poster),5.25,"[5.25, 5.75]"
173,2mqiTiJKrx,6.25,Accept (poster),6.0,"[6.0, 6.25]"
174,2n1Ysn1EDl,6.0,Accept (poster),6.0,"[6.0, 6.0]"
175,2nisrxMMQR,6.0,Accept (poster),6.333333333333333,"[6.0, 6.333333333333333]"
176,2nvkD0sPOk,6.0,Accept (poster),6.0,"[6.0, 6.0]"
177,2oZea6pKhl,6.0,Accept (poster),5.2,"[5.2, 6.0]"
178,2pgc5xDJ1b,5.75,Accept (poster),5.0,"[5.0, 5.75]"
179,2squ766Iq4,6.0,Accept (poster),5.75,"[5.75, 6.0]"
180,2uy3LZHNIG,6.0,Accept (poster),6.333333333333333,"[6.0, 6.333333333333333]"
181,2vMvh5XP0P,5.2,Accept (poster),5.4,"[5.2, 5.4]"
182,2vhkjOdlc8,6.4,Reject,5.6,"[5.6, 6.4]"
183,2vywag2lVC,5.5,Accept (poster),5.5,"[5.5, 5.5]"
184,2wMJ4wq4az,5.5,Accept (poster),4.75,"[4.75, 5.5]"
185,2wfd3pti8v,6.333333333333333,Accept (spotlight),7.0,"[6.333333333333333, 7.0]"
186,2wlNnIqCb7,6.25,Accept (poster),5.5,"[5.5, 6.25]"
187,2xTkeyJFJb,6.25,Accept (spotlight),6.5,"[6.25, 6.5]"
188,2zWbzx50mH,5.75,Accept (poster),6.25,"[5.75, 6.25]"
189,30NS22tgCW,5.5,Accept (poster),6.0,"[5.5, 6.0]"
190,31xWlIdxTm,6.0,Accept (poster),6.5,"[6.0, 6.5]"
191,32Z3nfCnwa,6.25,Accept (poster),6.25,"[6.25, 6.25]"
192,32g9BWTndc,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
193,337dHOexCM,5.0,Accept (poster),5.0,"[5.0, 5.0]"
194,347aDObXEa,5.75,Accept (poster),5.5,"[5.5, 5.75]"
195,348hfcprUs,5.666666666666667,Accept (poster),5.666666666666667,"[5.666666666666667, 5.666666666666667]"
196,34dHGTri2w,5.75,Reject,5.75,"[5.75, 5.75]"
197,35DAviqMFo,6.0,Accept (poster),5.4,"[5.4, 6.0]"
198,35WwZhkush,5.666666666666667,Accept (poster),4.666666666666667,"[4.666666666666667, 5.666666666666667]"
199,36tMV15dPO,6.5,Accept (spotlight),6.0,"[6.0, 6.5]"
200,37CyA1K0vV,6.0,Accept (poster),6.5,"[6.0, 6.5]"
201,38UFpdt3Tr,6.0,Accept (poster),5.2,"[5.2, 6.0]"
202,3A5VgiH5Pw,5.916675,Accept (poster),6.5,"[5.916675, 6.5]"
203,3ACXaFxjTy,6.666666666666667,Accept (poster),6.333333333333333,"[6.333333333333333, 6.666666666666667]"
204,3ADBiWNUBb,6.25,Accept (poster),6.25,"[6.25, 6.25]"
205,3BNPUDvqMt,5.8,Accept (poster),4.6,"[4.6, 5.8]"
206,3CtTMF5zzM,6.5,Accept (poster),7.0,"[6.5, 7.0]"
207,3CweLZFNyl,6.0,Accept (poster),5.6,"[5.6, 6.0]"
208,3Ds5vNudIE,6.5,Accept (poster),6.0,"[6.0, 6.5]"
209,3EREVfwALz,6.0,Accept (spotlight),7.0,"[6.0, 7.0]"
210,3G8sjUZqO3,5.0,Accept (poster),5.0,"[5.0, 5.0]"
211,3H1wqEdK4z,6.0,Accept (poster),6.25,"[6.0, 6.25]"
212,3HpCVZV9it,5.6,Accept (poster),6.0,"[5.6, 6.0]"
213,3HpgVs22UJ,5.5,Accept (poster),5.75,"[5.5, 5.75]"
214,3J5hvO5UaW,5.333333333333333,Accept (poster),5.333333333333333,"[5.333333333333333, 5.333333333333333]"
215,3JwMwL8i5f,5.5,Accept (poster),5.5,"[5.5, 5.5]"
216,3LKuC8rbyV,6.75,Accept (spotlight),6.25,"[6.25, 6.75]"
217,3LZHatxUa9,6.0,Accept (poster),5.6,"[5.6, 6.0]"
218,3MW44iNdrD,5.25,Accept (poster),5.5,"[5.25, 5.5]"
219,3MnXAcTBD3,5.75,Accept (poster),5.5,"[5.5, 5.75]"
220,3NAEowLh7Q,6.0,Accept (poster),6.0,"[6.0, 6.0]"
221,3NaqGg92KZ,6.25,Accept (poster),5.75,"[5.75, 6.25]"
222,3O5YCEWETq,6.0,Accept (poster),6.75,"[6.0, 6.75]"
223,3Odq2tGSpp,6.5,Accept (oral),7.5,"[6.5, 7.5]"
224,3PqhU96Vvv,5.25,Accept (poster),5.25,"[5.25, 5.25]"
225,3R7Go6WkDm,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
226,3Rtn1OMTC4,5.25,Reject,5.5,"[5.25, 5.5]"
227,3RxcarQFRn,5.5,Accept (poster),6.0,"[5.5, 6.0]"
228,3SzrqwupUx,6.25,Accept (poster),6.25,"[6.25, 6.25]"
229,3TxyhBZHT2,5.75,Accept (poster),6.25,"[5.75, 6.25]"
230,3Tzcot1LKb,6.25,Accept (poster),5.75,"[5.75, 6.25]"
231,3XLQp2Xx3J,6.0,Accept (poster),6.5,"[6.0, 6.5]"
232,3XnBVK9sD6,6.0,Accept (poster),5.5,"[5.5, 6.0]"
233,3YIyB82rjX,6.0,Accept (poster),5.25,"[5.25, 6.0]"
234,3YkeHuT1o6,6.666666666666667,Accept (poster),6.666666666666667,"[6.666666666666667, 6.666666666666667]"
235,3Z0LTDjIM0,5.75,Accept (poster),5.5,"[5.5, 5.75]"
236,3ZAfFoAcUI,6.75,Accept (poster),6.5,"[6.5, 6.75]"
237,3apt5AJ5QN,6.5,Accept (poster),6.0,"[6.0, 6.5]"
238,3cL2XDyaEB,5.0,Accept (poster),6.0,"[5.0, 6.0]"
239,3cb6pF3Tvf,6.0,Accept (poster),5.333333333333333,"[5.333333333333333, 6.0]"
240,3csuL7TVpV,6.5,Accept (poster),6.75,"[6.5, 6.75]"
241,3dn1hINA6o,5.75,Accept (poster),6.5,"[5.75, 6.5]"
242,3f8i9GlBzu,5.666666666666667,Accept (spotlight),6.333333333333333,"[5.666666666666667, 6.333333333333333]"
243,3gKsKFeuMA,5.75,Accept (poster),5.75,"[5.75, 5.75]"
244,3gZBGBglBf,5.25,Reject,5.75,"[5.25, 5.75]"
245,3gvGZhkkVt,6.75,Accept (poster),7.0,"[6.75, 7.0]"
246,3hcn0UxP72,5.4,Accept (poster),6.2,"[5.4, 6.2]"
247,3iOefhez5e,6.25,Accept (poster),7.0,"[6.25, 7.0]"
248,3ie8NWA1El,5.666666666666667,Accept (poster),5.333333333333333,"[5.333333333333333, 5.666666666666667]"
249,3ilqQHBWTf,5.75,Accept (poster),5.25,"[5.25, 5.75]"
250,3ivnixHy16,5.75,Accept (poster),6.0,"[5.75, 6.0]"
251,3j2nasmKkP,6.25,Accept (spotlight),6.75,"[6.25, 6.75]"
252,3kDWoqs2X2,6.333333333333333,Accept (spotlight),6.333333333333333,"[6.333333333333333, 6.333333333333333]"
253,3l2HnZXNou,6.0,Accept (poster),6.5,"[6.0, 6.5]"
254,3lQgEPRxeu,6.0,Accept (poster),6.2,"[6.0, 6.2]"
255,3lic0JgPRZ,5.75,Accept (poster),6.25,"[5.75, 6.25]"
256,3m5ndUNQYt,5.5,Accept (poster),6.0,"[5.5, 6.0]"
257,3mCr7ZNdSw,5.666666666666667,Accept (poster),5.0,"[5.0, 5.666666666666667]"
258,3mzFmBPFIX,5.666666666666667,Reject,6.0,"[5.666666666666667, 6.0]"
259,3og0FT85B2,5.5,Accept (poster),5.75,"[5.5, 5.75]"
260,3pWHKxK1sC,5.75,Accept (poster),5.75,"[5.75, 5.75]"
261,3qUks3wrnH,5.0,Accept (poster),5.75,"[5.0, 5.75]"
262,3s8V8QP9XV,6.4,Accept (spotlight),6.8,"[6.4, 6.8]"
263,3sWghzJvGd,5.666666666666667,Reject,6.333333333333333,"[5.666666666666667, 6.333333333333333]"
264,3tj3A26wsV,5.5,Accept (poster),5.75,"[5.5, 5.75]"
265,3uDEmsf3Jf,6.0,Accept (poster),6.333333333333333,"[6.0, 6.333333333333333]"
266,3uI4ceR4iz,5.25,Accept (spotlight),6.0,"[5.25, 6.0]"
267,3uQtNWNTwz,6.0,Accept (poster),5.5,"[5.5, 6.0]"
268,3uUIwMxYbR,5.666666666666667,Accept (poster),5.333333333333333,"[5.333333333333333, 5.666666666666667]"
269,3vHfwL2stG,6.0,Accept (poster),5.333333333333333,"[5.333333333333333, 6.0]"
270,3vJbgcjgvd,5.0,Accept (poster),3.5,"[3.5, 5.0]"
271,3xHCaDdYcc,6.2,Accept (poster),5.8,"[5.8, 6.2]"
272,3zYmlmkIuK,5.5,Reject,5.75,"[5.5, 5.75]"
273,40pE5pFhWl,5.75,Accept (poster),5.75,"[5.75, 5.75]"
274,41lovPOCo5,5.25,Accept (poster),4.5,"[4.5, 5.25]"
275,444LAH3MhG,5.4,Accept (poster),5.8,"[5.4, 5.8]"
276,44WWOW4GPF,5.5,Accept (poster),5.0,"[5.0, 5.5]"
277,463TE4N8VJ,5.75,Accept (poster),5.75,"[5.75, 5.75]"
278,46Jr4sgTWa,5.8,Accept (poster),5.2,"[5.2, 5.8]"
279,46V9axmOuU,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
280,46jtDC6gXu,7.0,Accept (poster),6.5,"[6.5, 7.0]"
281,474M9aeI4U,5.5,Accept (poster),5.5,"[5.5, 5.5]"
282,476zUsqFZB,4.75,Reject,3.5,"[3.5, 4.75]"
283,47CdPNiWUB,6.0,Reject,5.0,"[5.0, 6.0]"
284,47loYmzxep,7.25,Accept (oral),7.25,"[7.25, 7.25]"
285,483IPG0HWL,5.25,Accept (poster),5.25,"[5.25, 5.25]"
286,49hXkwpWKA,5.666666666666667,Accept (poster),5.666666666666667,"[5.666666666666667, 5.666666666666667]"
287,4A5IQEjG8c,5.75,Accept (poster),5.75,"[5.75, 5.75]"
288,4AB54h21qG,5.75,Accept (poster),5.75,"[5.75, 5.75]"
289,4AuEQ1FfUf,5.666666666666667,Accept (poster),6.0,"[5.666666666666667, 6.0]"
290,4BWlUJF0E9,6.5,Accept (poster),5.75,"[5.75, 6.5]"
291,4D7haH4pdR,6.0,Accept (poster),5.75,"[5.75, 6.0]"
292,4D7hnJ9oM6,6.0,Accept (poster),7.0,"[6.0, 7.0]"
293,4DA5vaPHFb,6.0,Accept (spotlight),6.6,"[6.0, 6.6]"
294,4DHoSjET4R,5.75,Accept (poster),5.75,"[5.75, 5.75]"
295,4DcpFagQ9e,6.333333333333333,Accept (poster),6.333333333333333,"[6.333333333333333, 6.333333333333333]"
296,4FwlejUlg5,5.75,Reject,6.0,"[5.75, 6.0]"
297,4G2DN4Kjk1,6.8,Accept (spotlight),7.0,"[6.8, 7.0]"
298,4GP7S7U0lJ,6.0,Accept (poster),5.666666666666667,"[5.666666666666667, 6.0]"
299,4I2aEav51N,5.4,Accept (poster),6.0,"[5.4, 6.0]"
300,4KeSvAvNMr,6.333333333333333,Accept (poster),5.666666666666667,"[5.666666666666667, 6.333333333333333]"
301,4Ktifp48WD,6.0,Accept (poster),6.0,"[6.0, 6.0]"
302,4Lkzghiep1,6.2,Accept (poster),6.4,"[6.2, 6.4]"
303,4M9f8VMt2C,6.8,Accept (poster),7.2,"[6.8, 7.2]"
304,4NGlu45uyt,6.25,Accept (poster),6.5,"[6.25, 6.5]"
305,4NGrHrhJPx,6.25,Accept (poster),5.75,"[5.75, 6.25]"
306,4NJBV6Wp0h,6.0,Accept (oral),6.75,"[6.0, 6.75]"
307,4NQ24cHnOi,6.4,Accept (spotlight),6.8,"[6.4, 6.8]"
308,4OJdZhcwBb,5.75,Accept (poster),5.5,"[5.5, 5.75]"
309,4SAR7IRqmB,5.75,Accept (poster),5.5,"[5.5, 5.75]"
310,4TENzBftZR,6.166675,Accept (poster),6.0,"[6.0, 6.166675]"
311,4TlUE0ufiz,5.8,Accept (poster),5.6,"[5.6, 5.8]"
312,4U18ZoRXTD,5.75,Accept (poster),6.0,"[5.75, 6.0]"
313,4UReW4Ez6s,6.25,Accept (poster),5.75,"[5.75, 6.25]"
314,4Un2TD9bNe,6.0,Accept (poster),5.666666666666667,"[5.666666666666667, 6.0]"
315,4UvMOnZMam,5.8,Accept (poster),6.0,"[5.8, 6.0]"
316,4VL5QWQFBV,6.0,Accept (poster),5.0,"[5.0, 6.0]"
317,4VWnC5unAV,5.8,Accept (poster),6.2,"[5.8, 6.2]"
318,4WIBvL6ZF4,5.75,Accept (poster),6.0,"[5.75, 6.0]"
319,4XIKfvNYvx,6.25,Accept (poster),6.0,"[6.0, 6.25]"
320,4XTvXMSZPO,5.5,Accept (poster),6.0,"[5.5, 6.0]"
321,4Yj7L9Kt7t,5.75,Accept (poster),6.5,"[5.75, 6.5]"
322,4Z7RZixpJQ,5.75,Accept (poster),6.5,"[5.75, 6.5]"
323,4ZH48aGD60,5.333333333333333,Accept (poster),5.666666666666667,"[5.333333333333333, 5.666666666666667]"
